Date,Consumer Confidence Index,Exchange Rate,Online Visibility,TV Ad Reach,Weather Index
15/07/2013,0.859486766,1.116279596,1.011711051,0.688210478,average
16/07/2013,0.866326256,1.135030838,0.946802623,1.737929906,average
17/07/2013,0.858606146,1.124776385,1.011456606,0,average
18/07/2013,0.855421548,1.138007611,0.987703172,0.906451711,average
19/07/2013,0.846109698,1.137737409,0.926329174,-0.08093027,average
20/07/2013,0.855182037,1.130619596,0.971049895,0.65682783,average
21/07/2013,0.861503603,1.133735737,0.955661562,1.472264285,average
22/07/2013,0.854587031,1.13670268,0.982117134,2.107030839,average
23/07/2013,0.852578605,1.134503578,0.984820447,1.80637441,average
24/07/2013,0.844981262,1.165541684,1.004441497,1.456124513,average
25/07/2013,0.841487802,1.147523402,0.971090237,1.54165553,average
26/07/2013,0.82009341,1.147109234,0.944777624,-0.438162467,average
27/07/2013,0.81849241,1.139114412,0.975298145,1.055671486,average
28/07/2013,0.825729158,1.147610965,0.970178449,1.755921481,average
29/07/2013,0.830036242,1.117742372,0.985715395,0.716290672,average
30/07/2013,0.81774949,1.164250776,0.968430346,0.608152574,average
31/07/2013,0.81503168,1.151573316,1.022020983,0.701511258,average
01/08/2013,0.826106441,1.152578534,1.001449437,0.583111394,average
02/08/2013,0.826584471,1.166010859,0.977574309,1.637556294,average
03/08/2013,0.83160671,1.163192784,0.957313607,0.986720833,average
04/08/2013,0.822619119,1.167675134,0.945692176,0.435423511,average
05/08/2013,0.827142629,1.152984863,1.040773911,1.596808522,average
06/08/2013,0.824804461,1.144323125,0.980143201,0.661485047,average
07/08/2013,0.827948912,1.12772052,0.971004527,0.57059966,average
08/08/2013,0.817016094,1.149378949,0.991346361,1.355366032,average
09/08/2013,0.805975696,1.147877466,0.961028185,1.931325593,average
10/08/2013,0.811373563,1.12926186,1.002514986,1.189114536,average
11/08/2013,0.801613082,1.105437719,0.977399024,0.619570673,average
12/08/2013,0.808204345,1.145186901,1.003891429,1.155303774,average
13/08/2013,0.801392711,1.152272951,0.973667282,1.712678846,average
14/08/2013,0.803636514,1.14294169,1.002603671,0.889682037,average
15/08/2013,0.825644625,1.154372357,0.987332914,0.257027127,average
16/08/2013,0.829784163,1.156560634,0.958780273,1.384277845,average
17/08/2013,0.833907824,1.158042831,0.975615683,0.75170125,average
18/08/2013,0.839477312,1.133815924,1.025243668,0.694014501,average
19/08/2013,0.836899725,1.120255564,1.026039504,0.89068716,average
20/08/2013,0.832298864,1.128328644,0.986316166,0.989638725,average
21/08/2013,0.831757772,1.113350945,1.024324106,1.028741139,average
22/08/2013,0.832844621,1.113148395,1.005353336,0.964637976,average
23/08/2013,0.827179766,1.1179479,1.00908256,0.346517018,average
24/08/2013,0.839639559,1.130179252,1.020652504,0,average
25/08/2013,0.831628582,1.141551351,1.025822365,0,average
26/08/2013,0.846075302,1.151949321,0.940391411,0,average
27/08/2013,0.846450743,1.162281166,1.01700228,0,average
28/08/2013,0.843250979,1.152646299,1.010977661,0,average
29/08/2013,0.854719619,1.126916342,1.001285925,0,average
30/08/2013,0.860244055,1.139031246,1.032212605,0,average
31/08/2013,0.863165286,1.132103583,1.040065372,0,average
01/09/2013,0.872222872,1.124409606,0.979145651,1.075828559,average
02/09/2013,0.892839432,1.104043894,0.997811091,1.697618865,average
03/09/2013,0.906139782,1.107414605,0.958748925,0.955237667,average
04/09/2013,0.918537234,1.118960722,0.998232798,1.720929331,average
05/09/2013,0.908574275,1.119190342,0.98186187,1.091386622,average
06/09/2013,0.903776213,1.130467778,1.006559089,1.550279788,average
07/09/2013,0.89448926,1.160848087,1.00673797,0.635937293,average
08/09/2013,0.917857279,1.152088841,1.055462466,1.469295518,average
09/09/2013,0.920823419,1.146920501,0.977824969,0.517004434,average
10/09/2013,0.93464332,1.146801275,1.016494066,2.002750058,average
11/09/2013,0.925894054,1.165517154,0.994792462,0,average
12/09/2013,0.921810768,1.165992925,0.987432508,0,average
13/09/2013,0.926013255,1.162821358,1.020706586,0,average
14/09/2013,0.948064157,1.141386422,0.967168466,0,average
15/09/2013,0.947253584,1.157102345,0.991084376,0,average
16/09/2013,0.933436031,1.122477129,0.974767762,0,average
17/09/2013,0.939361604,1.125316957,0.999505723,0,average
18/09/2013,0.953369021,1.119383037,0.978949393,0,average
19/09/2013,0.968868848,1.145805762,1.035222223,0,average
20/09/2013,0.971821442,1.152420038,1.002376188,0,average
21/09/2013,0.97129393,1.139579703,0.965757719,0,average
22/09/2013,0.965784959,1.160897102,0.953548103,0,average
23/09/2013,0.949347857,1.155478797,0.949344091,0,average
24/09/2013,0.965128313,1.14513903,0.963308228,0,average
25/09/2013,0.970046407,1.136822196,0.995501848,0,average
26/09/2013,0.974496154,1.147610474,0.99381701,1.651218293,average
27/09/2013,0.968958772,1.145526737,0.973055941,1.375246704,average
28/09/2013,1.002462998,1.140465657,0.973349975,1.258256604,average
29/09/2013,1.007517836,1.155728027,1.045313377,1.033185727,average
30/09/2013,1.014829205,1.141139553,0.987927166,0.809195738,average
01/10/2013,1.013503962,1.163636654,0.997935441,0.712849051,average
02/10/2013,1.008737146,1.149593022,0.968509411,0.90308971,average
03/10/2013,1.015136513,1.156697978,1.040642789,1.072587127,average
04/10/2013,1.005365327,1.139591965,1.073097481,1.146126771,average
05/10/2013,0.995743799,1.139836436,1.041082701,1.17270322,average
06/10/2013,0.998376855,1.158976254,1.042180244,1.187970833,average
07/10/2013,1.000852521,1.135852008,1.023128799,0.30312731,average
08/10/2013,1.010269755,1.172693974,0.990450089,1.829881648,average
09/10/2013,1.011569546,1.173419666,1.02880025,0.507197431,average
10/10/2013,0.999094884,1.177105895,1.04505287,1.004956826,average
11/10/2013,0.998192355,1.163722082,1.005086388,0.848296414,better than average
12/10/2013,0.998219983,1.127590942,1.046483667,1.202889495,better than average
13/10/2013,0.985952687,1.165149789,0.97055102,0.442280859,better than average
14/10/2013,0.986050582,1.116191658,1.005260845,0.809169764,better than average
15/10/2013,0.999718413,1.130801705,1.019664984,0.516669494,better than average
16/10/2013,0.998010459,1.145605737,0.991102757,1.452118078,better than average
17/10/2013,0.992344402,1.172123867,1.033320072,1.680318037,better than average
18/10/2013,0.995704734,1.138922489,0.992041324,1.314999143,better than average
19/10/2013,0.993505199,1.156572987,1.067570933,1.104535032,better than average
20/10/2013,1.008456057,1.163659768,1.042752288,1.267520863,better than average
21/10/2013,1.011287437,1.152946215,1.06380999,0,average
22/10/2013,1.025262492,1.159383855,1.018092048,0,average
23/10/2013,1.034097602,1.136303956,0.963459844,0,average
24/10/2013,1.023077287,1.131404328,0.997074237,0,average
25/10/2013,1.005340176,1.154606352,1.041603831,0,average
26/10/2013,1.003720997,1.1818475,0.972011533,0,average
27/10/2013,1.006123489,1.182489938,0.994032237,0,average
28/10/2013,1.017456686,1.167223326,1.023917323,0,average
29/10/2013,1.002323413,1.169070043,0.956844144,0,average
30/10/2013,0.987054552,1.179001246,0.998537262,0,average
31/10/2013,0.983755081,1.172174841,1.029487101,0,average
01/11/2013,0.982229463,1.177686198,1.067054116,0,average
02/11/2013,0.993153745,1.155236261,1.006417302,0,average
03/11/2013,0.9993018,1.177854834,1.043554606,0,average
04/11/2013,0.995563258,1.184079567,1.046502591,0,average
05/11/2013,1.002300472,1.211682988,1.048137688,0,average
06/11/2013,1.002594294,1.246809058,1.035313918,0,average
07/11/2013,1.01929236,1.210207987,0.976877576,0,average
08/11/2013,1.027226939,1.231893335,0.998807369,0,average
09/11/2013,1.023814553,1.213128098,1.005181846,0,average
10/11/2013,1.016983554,1.215140889,1.057536673,0,average
11/11/2013,1.023654169,1.239880477,1.055360298,0,average
12/11/2013,1.025989933,1.248948227,0.958489775,0,average
13/11/2013,1.034515552,1.232072015,1.002425661,0,average
14/11/2013,1.032861542,1.232990753,1.055796453,0,average
15/11/2013,1.037288194,1.249549919,0.997416367,0,average
16/11/2013,1.056633423,1.261068173,1.015834258,0,worse than average
17/11/2013,1.069198171,1.259374623,1.028113483,0,worse than average
18/11/2013,1.078118579,1.256138281,1.008396414,0,worse than average
19/11/2013,1.070193943,1.238431941,1.0854485,0,worse than average
20/11/2013,1.066417476,1.241635884,1.07148552,0,worse than average
21/11/2013,1.047482578,1.256327856,1.014072561,0,average
22/11/2013,1.046871022,1.254138309,1.069361939,0,average
23/11/2013,1.051766791,1.271585614,1.085931914,0,average
24/11/2013,1.061152108,1.253663984,1.102676294,0,average
25/11/2013,1.069763665,1.26808664,1.038934415,0,average
26/11/2013,1.076086512,1.26884422,1.095095739,0,average
27/11/2013,1.065019219,1.281218578,1.078100836,0,average
28/11/2013,1.07821072,1.284268109,1.106036967,0,average
29/11/2013,1.059933722,1.273713453,1.045224801,0,average
30/11/2013,1.064283697,1.285929959,1.053867692,0,average
01/12/2013,1.054520355,1.272762187,1.035990334,0,average
02/12/2013,1.053535723,1.254140003,1.058104845,0,average
03/12/2013,1.057967076,1.277590903,1.085198281,0,average
04/12/2013,1.065186793,1.270141881,0.993157648,0,average
05/12/2013,1.046586034,1.267449977,1.037789758,0,average
06/12/2013,1.045220906,1.264281802,1.056858866,0,average
07/12/2013,1.044797479,1.257915336,1.018177132,0,average
08/12/2013,1.052295429,1.260657851,1.025036064,0,average
09/12/2013,1.055614751,1.267914259,1.009607081,0,average
10/12/2013,1.045857474,1.255516809,1.008849491,0,average
11/12/2013,1.039731515,1.246243903,1.061309215,0,average
12/12/2013,1.030682753,1.282610606,1.041915438,0,average
13/12/2013,1.029436421,1.250149385,1.074562228,0,average
14/12/2013,1.032671877,1.258101784,1.050944264,0,average
15/12/2013,1.015589444,1.246628157,1.039052899,0,average
16/12/2013,1.021408542,1.25402873,1.060468045,0,average
17/12/2013,1.030494586,1.255218183,1.046373152,0,average
18/12/2013,1.029541083,1.235584968,1.061571042,0,average
19/12/2013,1.018292315,1.23678101,1.042234183,0,average
20/12/2013,1.021760703,1.274822452,1.021927922,0,average
21/12/2013,1.024350646,1.250565542,1.036948326,0,average
22/12/2013,1.017830297,1.235936369,1.071267228,0,average
23/12/2013,1.019854661,1.221368259,1.042569624,0,average
24/12/2013,1.021469909,1.245119783,1.056313373,0,average
25/12/2013,1.025592261,1.252418352,1.026738769,0,average
26/12/2013,1.031777658,1.250623487,1.076301051,0,average
27/12/2013,1.027186697,1.253418656,1.065376471,0,average
28/12/2013,1.036832442,1.254601388,1.082389678,0,average
29/12/2013,1.052825086,1.243478681,1.044843087,0,average
30/12/2013,1.058646205,1.238316779,1.047696736,0,average
31/12/2013,1.055028587,1.210966817,1.005223366,0,average
01/01/2014,1.060352665,1.228529311,1.036205385,0,average
02/01/2014,1.061640011,1.232416667,1.021852551,0,average
03/01/2014,1.037738918,1.26847014,1.043430404,0,average
04/01/2014,1.052799646,1.257799655,0.994686553,0,average
05/01/2014,1.063121386,1.251803665,1.026943957,0,average
06/01/2014,1.065128151,1.256664903,1.096062305,0,average
07/01/2014,1.049926409,1.238791258,1.064728469,0,average
08/01/2014,1.040289306,1.23092626,1.030681027,0,average
09/01/2014,1.029880629,1.209753069,1.099694349,0,average
10/01/2014,1.015451361,1.194759139,1.068192707,0,average
11/01/2014,1.012351454,1.18172464,1.061331484,0,average
12/01/2014,1.006062862,1.198822173,1.027281593,0,average
13/01/2014,1.010342502,1.203860888,1.114698906,0,average
14/01/2014,1.019785924,1.190808293,1.026511693,0,average
15/01/2014,1.029791706,1.208238022,1.05574016,0,average
16/01/2014,1.034415567,1.225914955,1.084486221,0,average
17/01/2014,1.028099087,1.234234132,1.0763712,0,average
18/01/2014,1.032214055,1.229584113,1.087957334,0,average
19/01/2014,1.007991436,1.235845287,1.032176898,0,average
20/01/2014,1.001991463,1.253118385,1.061842109,0,average
21/01/2014,0.996210279,1.219915971,1.074790764,0,average
22/01/2014,0.995217141,1.236748835,1.06452442,0,average
23/01/2014,0.984381471,1.24119399,1.077903815,0,average
24/01/2014,0.977912751,1.22971264,1.06557095,0,average
25/01/2014,0.978639996,1.240194424,1.066006427,0,average
26/01/2014,0.967065453,1.255759409,1.087340463,0,average
27/01/2014,0.944596786,1.236078903,1.124729718,0,average
28/01/2014,0.948409319,1.236802354,1.088271217,0,average
29/01/2014,0.950935267,1.231425898,1.083844717,0,average
30/01/2014,0.932022231,1.230091784,1.058086052,0,average
31/01/2014,0.943699647,1.251944145,1.040913467,0,average
01/02/2014,0.936891392,1.276995824,1.092514108,0,average
02/02/2014,0.943874773,1.260758967,1.048561804,0,average
03/02/2014,0.9469625,1.317078513,1.083538499,0,average
04/02/2014,0.943546168,1.309305055,1.053239926,0,average
05/02/2014,0.93940852,1.309555699,1.026244723,0,average
06/02/2014,0.92722709,1.296087571,1.073504076,0,average
07/02/2014,0.919236621,1.315699619,1.084547801,0,average
08/02/2014,0.91473811,1.290377332,1.061411274,0,average
09/02/2014,0.919090911,1.282050564,1.065680789,0,average
10/02/2014,0.908335617,1.296639877,1.059292916,0,average
11/02/2014,0.901789546,1.301312964,1.010078925,0,average
12/02/2014,0.893339338,1.305372889,1.129489635,1.0917221,average
13/02/2014,0.889646479,1.328489868,1.07332531,-0.102056548,average
14/02/2014,0.884418885,1.33273848,1.072743438,1.032520335,average
15/02/2014,0.886618497,1.332137902,1.099428182,0.934661732,average
16/02/2014,0.898677332,1.331829169,1.107765942,1.126841569,average
17/02/2014,0.912987173,1.32914218,1.070402845,0.959874639,average
18/02/2014,0.892477802,1.342924701,1.11933094,0.692576812,average
19/02/2014,0.902943298,1.332980751,1.140495949,1.062828231,average
20/02/2014,0.899024417,1.32301479,1.130990816,0.221022081,average
21/02/2014,0.886815154,1.332489067,1.130684698,0.812507129,average
22/02/2014,0.902184969,1.346723002,1.102330998,0.817490709,average
23/02/2014,0.907409978,1.326661541,1.074428967,1.008008594,average
24/02/2014,0.898710091,1.335735646,1.155656786,1.526255928,average
25/02/2014,0.908050664,1.3146526,1.080106692,1.092844275,average
26/02/2014,0.912351582,1.293161639,1.135838259,0.44652104,average
27/02/2014,0.898266953,1.324699168,1.084491594,1.386012775,average
28/02/2014,0.898479038,1.317115888,1.108186603,1.188748542,average
01/03/2014,0.898951614,1.294983292,1.138925443,0.680778039,average
02/03/2014,0.907961813,1.297037866,1.150715351,1.54674738,average
03/03/2014,0.913109871,1.321466825,1.190451683,0.703295095,average
04/03/2014,0.913688888,1.286916835,1.179598537,1.047737354,average
05/03/2014,0.904199843,1.334696608,1.192139263,0,average
06/03/2014,0.898637068,1.286655106,1.219198166,0,average
07/03/2014,0.905332496,1.284774867,1.20431728,0,average
08/03/2014,0.907073894,1.296685735,1.19675998,0,average
09/03/2014,0.914593831,1.258326486,1.187640273,0,average
10/03/2014,0.932925008,1.266265374,1.200695208,0,average
11/03/2014,0.913757101,1.293680216,1.25442499,0,average
12/03/2014,0.901912203,1.312139625,1.202898146,0,average
13/03/2014,0.879947827,1.314120861,1.183602905,0,average
14/03/2014,0.876961394,1.263763951,1.203469435,0,average
15/03/2014,0.869185074,1.264105196,1.155319709,0,average
16/03/2014,0.866205086,1.244217483,1.216985937,0,average
17/03/2014,0.877278215,1.218322238,1.170580973,0,average
18/03/2014,0.863725941,1.237025241,1.223372248,0,average
19/03/2014,0.865003742,1.233722991,1.273038866,0,average
20/03/2014,0.851720651,1.245388509,1.217551005,0,average
21/03/2014,0.849094801,1.257156189,1.256839958,0,average
22/03/2014,0.855673449,1.254998004,1.250567814,0,average
23/03/2014,0.856999091,1.25644145,1.264627944,0,average
24/03/2014,0.854025376,1.288652905,1.298998314,0,average
25/03/2014,0.849587001,1.274312803,1.275064399,0,average
26/03/2014,0.856212836,1.281995117,1.264550457,0,average
27/03/2014,0.857866584,1.261036265,1.248280482,0,average
28/03/2014,0.838519493,1.253462638,1.203829244,0,average
29/03/2014,0.831452719,1.255989826,1.252797435,0,average
30/03/2014,0.83778155,1.266780019,1.25878494,0,average
31/03/2014,0.838828359,1.264828889,1.213292536,0,average
